Company Name,State,Hospital Name,Asset No.,Asset Type Code,Asset Type Description,Manufacturer,Model,Serial No,User Department Code,User Department Name,User Area Code,User Area Name,User Location Code,User Location Name,Asset Status,Real Time Status,POC Flag,Power Supply (PSU) - Cleaning,Fan & Filter Check&Clean,Battery Check,Wire Rope Check,Railing (longitude & Transverse),QA Sticker Validity,Telescopic Arm ,Pulley,Guard Filter Check,Meter Gauge Check,Light Indicator Check,Water Pump Check,Total Maintenance Activity
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12683,11-631,"Exercisers, Continuous Passive Motion",Thermo Fisher Scientific Inc,Thermo Fisher Jewett,Not Available,I02,In-patient Care Services,W2B,Wad 2b,01-2-060,W2B - WAD 2B,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12684,11-631,"Exercisers, Continuous Passive Motion",Thermo Fisher Scientific Inc,Thermo Fisher Jewett,Not Available,I02,In-patient Care Services,W4B,Wad 4b,01-4-073,W4B - STOR,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12685,11-631,"Exercisers, Continuous Passive Motion",Thermo Fisher Scientific Inc,Thermo Fisher Jewett,Not Available,I02,In-patient Care Services,W4B,Wad 4b,01-4-075,W4B - BILIK RAWATAN,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12686,11-631,"Exercisers, Continuous Passive Motion",Thermo Fisher Scientific Inc,Thermo Fisher Jewett,Not Available,I02,In-patient Care Services,W5A,Wad 5a,01-5-010,W5A - BILIK RAWATAN,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12687,11-631,"Exercisers, Continuous Passive Motion",Thermo Fisher Scientific Inc,Thermo Fisher Jewett,Not Available,I02,In-patient Care Services,W5A,Wad 5a,01-5-012,PANTRY,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12689,15-151,"Incubators, Aerobic",Memmert GmbH & Co KG,Memmert Be 500,E502.0328,P02,Pathology,LAB,Jabatan Patologi,01-G-064,LAB - PAKAR PATOLOGI / HISTOLOGI / SITOLOGI,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12690,10-780,"Centrifuges, Tabletop",Kubota Corp,Kubota 2100,BN3363,P02,Pathology,LAB,Jabatan Patologi,01-G-064,LAB - PAKAR PATOLOGI / HISTOLOGI / SITOLOGI,Inactive,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12691,15-151,"Incubators, Aerobic",Memmert GmbH & Co KG,Memmert Be 500,E502.0314,P02,Pathology,LAB,Jabatan Patologi,01-G-087,LAB - BILIK KAJI KUMAN,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12694,16-174,"Sphygmomanometers, Electronic, Manual",Critikon Corp,Dinamap Pro 100,010M2699128,O01,Obstetric & Gynecology,LBR,Wad Bersalin,01-1-023,LBR - BILIK P.E,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12695,16-174,"Sphygmomanometers, Electronic, Manual",Criticare Systems Inc,Dinamap Pro 100,010M2859024,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-108,Disposal,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12696,16-174,"Sphygmomanometers, Electronic, Manual",Critikon Corp,Dinamap Pro 100,010M2859004,I02,In-patient Care Services,W2A,Wad 2a,01-2-007,W2A - WAD 2A,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12697,17-954,"Hand Drills, Surgical",Zimmer Medizinsysteme GmbH,Hall Series 4,18624,A06,Anesthesiology,OTR,Dewan Bedah,01-3-036,OTR - DEWAN BEDAH NO. 5,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12698,17-954,"Hand Drills, Surgical",Zimmer Medizinsysteme GmbH,Hall Series 4,18647,A06,Anesthesiology,OTR,Dewan Bedah,01-3-036,OTR - DEWAN BEDAH NO. 5,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12699,17-954,"Hand Drills, Surgical",Zimmer Medizinsysteme GmbH,Hall Series 4,18642,A06,Anesthesiology,OTR,Dewan Bedah,01-3-037,OTR - BILIK BIUS,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12712,16-018,Dialyzer Reprocessing Units,Minntech Corp,Renatron Pa,PA 1889,H01,Haemodialysis,HDU,Unit Haemodialysis,02-G-112,HDU - BILIK RAWATAN,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12714,11-156,Dental Engines,Carlo De Giorgi Srl,Carlo De Giorgi,7463,D01,Dental,DEN,Jabatan Pergigian,25-01-037,DEN - LABORATORY WORKSHOP,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12718,10-780,"Centrifuges, Tabletop",Hettich-Zentrifugen Gmbh,Rotofix 32,0004125-01-00,P02,Pathology,LAB,Jabatan Patologi,01-G-080,LAB - MAKMAL,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12719,10-780,"Centrifuges, Tabletop",Hettich-Zentrifugen Gmbh,Rotofix 32,0004114-01-00,P02,Pathology,LAB,Jabatan Patologi,01-G-080,LAB - MAKMAL,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12720,10-780,"Centrifuges, Tabletop",Hettich-Zentrifugen Gmbh,Rotofix 32,0004133-01-00,P02,Pathology,LAB,Jabatan Patologi,01-G-080,LAB - MAKMAL,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12721,10-780,"Centrifuges, Tabletop",Hettich-Zentrifugen Gmbh,Mikro 20,0006518-01-00,P02,Pathology,LAB,Jabatan Patologi,01-G-080,LAB - MAKMAL,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12722,12-863,Oxygen Monitors,Parker Healthcare Ltd,Parker Ox-60+,A 6759,P01,Pediatric,NICU,Neonatal Intensive Care Unit,01-6-026,Ruang Rawatan,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12723,14-361,"Ventilators, Intensive Care, Neonatal/Pediatric",Drager Medical AG & Co KG,Babylog 8000,ARSJ-0003  (A16),P01,Pediatric,WCNCU,Wad Neonatal Intensive Care Unit (nicu),1-NC-04,Recept,Active,Functioning,Yes,1,1,1,No,No,No,No,No,No,No,No,No,3
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12724,12-050,"Humidifiers, Heated",Fisher & Paykel Healthcare Ltd,Fisher&Paykel Mr730,20524007204,P01,Pediatric,WCNCU,Wad Neonatal Intensive Care Unit (nicu),1-NC-04,Recept,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12727,15-783,"Ventilators, Intensive Care, Adult, High-Frequency",Sensormedics Corp,Sensor Medic 3100 A,TMA23053  A17,P01,Pediatric,WCNCU,Wad Neonatal Intensive Care Unit (nicu),1-NC-04,Recept,Active,Functioning,Yes,1,1,1,No,No,No,No,No,No,No,No,No,3
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12728,12-050,"Humidifiers, Heated",Fisher & Paykel Healthcare Ltd,Fisher&Paykel Mr730,20821011140,P01,Pediatric,WCNCU,Wad Neonatal Intensive Care Unit (nicu),1-NC-04,Recept,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12729,12-222,Keratomes,Nidek Co Ltd,Nidek Km 500,30897,O03,Ophtamology,EYE,Jabatan Mata,01-1-083,EYE - BILIK OPTOMETRI,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12730,15-621,Microsurgical Instruments,Honan Group,Honan 4175562,21802,O03,Ophtamology,EOT,Eye Operation Theater,01-4-044,EOT - BILIK BEDAH,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12732,17-741,"Analyzers, Laboratory, Hematology, Cell Counting, Automated",Abbott Laboratories,Cell-Dyn 3700 Sl,21186AK,P02,Pathology,LAB,Jabatan Patologi,01-G-094,BILIK KAJIDARAH,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12738,13-961,"Tables, Operating",Eschmann Brothers & Walsh Ltd,Eschmann J4,AA-2G-0649,A06,Anesthesiology,OTR,Dewan Bedah,01-3-045,OTR - DEWAN BEDAH NO 3,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12739,18-231,"Electrosurgical Units, Monopolar/Bipolar",Eschmann Brothers & Walsh Ltd,Eschmann Td 830,83DA-1E-1010,A06,Anesthesiology,OTR,Dewan Bedah,01-3-037,OTR - BILIK BIUS,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12740,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Pilot A2,18184070,O01,Obstetric & Gynecology,LBR,Wad Bersalin,01-1-024,LBR - BILIK BERSALIN,Inactive,Not Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12741,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Pilot A2,18184065,O01,Obstetric & Gynecology,LBR,Wad Bersalin,01-1-024,LBR - BILIK BERSALIN,Inactive,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12742,12-282,"Lights, Surgical",Provita Medical Gmbh,Provita 20/50,209006,O01,Obstetric & Gynecology,LBR,Wad Bersalin,01-1-060,LBR - NURSERY,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12743,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Pilot A2,18153688,I02,In-patient Care Services,W1A,Wad 1a,01-1-005,W1A - WAD 1A,Inactive,Not Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12744,12-282,"Lights, Surgical",Provita Medical Gmbh,Provita 20/50,209005,I02,In-patient Care Services,W1A,Wad 1a,01-1-005,W1A - WAD 1A,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12745,12-282,"Lights, Surgical",Provita Medical Gmbh,Provita 20/50,209004,O01,Obstetric & Gynecology,WCK4A,Wad Obstetrik (wad Kenanga 4a),4-WO-101,Reception,Inactive,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12746,12-282,"Lights, Surgical",Provita Medical Gmbh,Provita 20/50,209002,G01,General Medicine,ONG,Klinik Obstetrik & Ginekologi,25-G-093,ONG - BILIK PROSEDUR,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12747,11-696,"Fetal Heart Detectors, Ultrasonic",Ultrasound Technologies Ltd,Ultratec Pd1,PDI-001381,I02,In-patient Care Services,W1D,Wad 1d,01-1-032,W1D - BILIK RAWATAN,Inactive,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12748,12-282,"Lights, Surgical",Provita Medical Gmbh,Provita 20/50,209003,I02,In-patient Care Services,W2A,Wad 2a,01-2-007,W2A - WAD 2A,Inactive,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12749,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Pilot A2,18153689,I02,In-patient Care Services,W2C,Wad 2c,01-2-052,W2C - BILIK RAWATAN,Inactive,Not Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12750,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Pilot A2,18184070,I02,In-patient Care Services,W2C,Wad 2c,01-2-052,W2C - BILIK RAWATAN,Inactive,Not Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12751,13-462,"Scales, Infant",Misaki Inc,Misaki Bsl-20a,9611-4615,O01,Obstetric & Gynecology,LBR,Wad Bersalin,01-1-060,LBR - NURSERY,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12752,10-208,Aspirators,Clements Medical Equipment Pty Ltd,Clements Suc 81000,A080B1724,P07,Psychiatry,WPL,Wad Lelaki Psikiatri,13-G-019,PSY/WAD 8 - B/RAWATAN,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12757,12-647,"Physiologic Monitoring Systems, Acute Care",Datex-Ohmeda Inc,Datex-Ohmeda S/5,4700021,A06,Anesthesiology,OTR,Dewan Bedah,01-3-037,OTR - BILIK BIUS,Inactive,Not Functioning,Yes,1,No,1,No,No,No,No,No,No,No,No,No,2
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12758,11-134,"Defibrillators, External, Manual",Physio-Control Inc,Lifepak 9,14316198,I02,In-patient Care Services,W7C,Wad 7c,01-7-018,W7C - BILIK 1,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12759,15-967,"Television Systems, Endoscope",Sony Corp,Trinitron Pvm-20n6e,6200677,G02,General Surgery,END,Endoscopy,L0-ER-01,Endoscopy,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12760,18-037,Video Image Processors,Explorent GmbH,Super 3 Cam,Not Available,E01,"Ear, Nose and Throat",ENT,"Jab.hidung,keronkong&telinga",01-1-106,ENT - BILIK RAWATAN,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12762,13-217,"Infusion Pumps, Syringe",Terumo Corp,Terufusion TE-331,2100271,A06,Anesthesiology,OTR,Dewan Bedah,01-3-060,OTR - PEMULIHAN,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12763,14-477,X-ray Film Labelers,Plh Medical Ltd,Film Marker,FN 11980800,I01,Imaging and Diagnostic,DEX,Jabatan X-ray,01-G-145,DEX - BILIK GELAP,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12765,13-217,"Infusion Pumps, Syringe",B Braun Melsungen AG,Perfusor fm,69840,P01,Pediatric,WCNCU,Wad Neonatal Intensive Care Unit (nicu),1-NC-04,Recept,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12766,13-217,"Infusion Pumps, Syringe",B Braun Melsungen AG,Perfusor fm,68694,P01,Pediatric,WCNCU,Wad Neonatal Intensive Care Unit (nicu),1-NC-04,Recept,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12767,17-148,"Oximeters, Pulse",Dolphin Medical Inc,Dolphin 2100,M0234-023-047,I02,In-patient Care Services,W8C,Isolation Ward,01-8-064,Stor,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12769,12-647,"Physiologic Monitoring Systems, Acute Care",Life Track Sdn Bhd,Lifetrack Iv,P02R2107,I02,In-patient Care Services,WDR,Wad Di Raja,01-7-040,WDR - STOR,Inactive,Not Functioning,Yes,1,No,1,No,No,No,No,No,No,No,No,No,2
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12770,18-329,"Electrocardiographs, Multichannel, Non-Interpretative",Nihon Kohden Corp,Cardiofax Gem Ecg-9020k,10627,I02,In-patient Care Services,W7C,Wad 7c,01-7-057,W7C - BILIK RAWATAN,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12778,17-148,"Oximeters, Pulse",Nellcor Puritan Bennett Inc,Nellcor N-290,G02810229,G02,General Surgery,END,Endoscopy,L0-ER-01,Endoscopy,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12779,17-148,"Oximeters, Pulse",Nellcor Puritan Bennett Inc,Nellcor N-290,G 02810059,G02,General Surgery,END,Endoscopy,L0-ER-01,Endoscopy,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12780,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Pilot A2,18277471,I02,In-patient Care Services,W7C,Wad 7c,01-7-057,W7C - BILIK RAWATAN,Active,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12781,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Pilot A2,18277465,I02,In-patient Care Services,W7C,Wad 7c,01-7-057,W7C - BILIK RAWATAN,Inactive,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12782,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Pilot A2,18277462,I02,In-patient Care Services,W7A,Wad 7a,01-7-005,W7A - WAD 7A,Inactive,Not Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12783,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Pilot A2,18277466,I02,In-patient Care Services,W6B,Wad 6b,01-6-054,W6B - WAD 6B,Inactive,Not Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12784,13-217,"Infusion Pumps, Syringe",Fresenius Kabi AG,Pilot A2,18277469,I02,In-patient Care Services,W7B,Wad 7b,01-7-065,W7B - WAD 7B,Inactive,Functioning,Yes,No,No,1,No,No,No,No,No,No,No,No,No,1
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12787,16-855,"Carbon Dioxide Monitors, Laboratory Incubator",Nuaire Inc,Nuaire Nu-550e,80090100402,P02,Pathology,LAB,Jabatan Patologi,01-G-080,LAB - MAKMAL,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12790,11-134,"Defibrillators, External, Manual",Nihon Kohden Corp,Cardiolife Tec-7621k,251,O01,Obstetric & Gynecology,WCLDC,Labour Delivery Complex,G-LD-25,Equipment Room,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12791,17-963,"X-ray Film Processors, Automatic, Floor",Eastman Kodak Co,Eastman X-Omat 5000 Ra,101579,I01,Imaging and Diagnostic,DEX,Jabatan X-ray,01-G-145,DEX - BILIK GELAP,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12793,11-585,Ear/Nose/Throat Treatment Units,Kay Elemetrics Corp,Visi-Pitch III 3900,15504-04,E01,"Ear, Nose and Throat",ENT,"Jab.hidung,keronkong&telinga",01-1-106,ENT - BILIK RAWATAN,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12794,15-967,"Television Systems, Endoscope",Duraplus Corp Sdn Bhd,Duraplus 8616,30204270385,G02,General Surgery,END,Endoscopy,L0-ER-01,Endoscopy,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12795,18-037,Video Image Processors,Olympus Medical System Corp,Exis Evera Cv-160,7208534,G02,General Surgery,END,Endoscopy,L0-ER-01,Endoscopy,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12796,12-343,"Light Sources, Fiberoptic, Flexible Endoscopic",Olympus Medical Systems Corp,Olympus Evis Exera Clv-160,7226386,G02,General Surgery,END,Endoscopy,L0-ER-01,Endoscopy,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12797,18-231,"Electrosurgical Units, Monopolar/Bipolar",Olympus Medical System Corp,Olympus Psd-30,7240777,G02,General Surgery,END,Endoscopy,L0-ER-01,Endoscopy,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12798,10-208,Aspirators,Markos Mefar SpA,Markos Mefar Sp30,15977,G02,General Surgery,END,Endoscopy,L0-ER-01,Endoscopy,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12799,17-662,"Bronchoscopes, Flexible, Video",Olympus Medical System Corp,Olympus Bf Type 160,1211724,G02,General Surgery,SPD,Klinik Pakar Pembedahan,01-G-036,SOPD - BILIK ENDOSCOPE,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12800,17-663,"Gastroscopes, Flexible, Video",Olympus Medical Systems Corp,Olympus Gif-160,2205122,G02,General Surgery,SPD,Klinik Pakar Pembedahan,01-G-036,SOPD - BILIK ENDOSCOPE,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12811,12-647,"Physiologic Monitoring Systems, Acute Care",Siemens Medical Systems Inc,Siemens Sc 7000,5394016064 (B-11),P01,Pediatric,WCNCU,Wad Neonatal Intensive Care Unit (nicu),1-NC-04,Recept,Active,Functioning,Yes,1,No,1,No,No,No,No,No,No,No,No,No,2
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12814,12-647,"Physiologic Monitoring Systems, Acute Care",Siemens Medical Systems Inc,Siemens Sc 7000,5394012567 (B-14),P01,Pediatric,WCNCU,Wad Neonatal Intensive Care Unit (nicu),1-NC-04,Recept,Active,Functioning,Yes,1,No,1,No,No,No,No,No,No,No,No,No,2
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12815,12-647,"Physiologic Monitoring Systems, Acute Care",Siemens Medical Systems Inc,Siemens Sc 7000,5394025954 (B-15),P01,Pediatric,WCNCU,Wad Neonatal Intensive Care Unit (nicu),1-NC-04,Recept,Active,Functioning,Yes,1,No,1,No,No,No,No,No,No,No,No,No,2
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12816,12-647,"Physiologic Monitoring Systems, Acute Care",Siemens Medical Systems Inc,Siemens Sc 7000,5394021165 (B-16),P01,Pediatric,WCNCU,Wad Neonatal Intensive Care Unit (nicu),1-NC-04,Recept,Active,Functioning,Yes,1,No,1,No,No,No,No,No,No,No,No,No,2
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12817,12-647,"Physiologic Monitoring Systems, Acute Care",Siemens Medical Systems Inc,Siemens Sc 7000,5394013263 (B-17),P01,Pediatric,NICU,Neonatal Intensive Care Unit,01-6-026,Ruang Rawatan,Inactive,Not Functioning,Yes,1,No,1,No,No,No,No,No,No,No,No,No,2
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12818,12-647,"Physiologic Monitoring Systems, Acute Care",Siemens Medical Systems Inc,Siemens Sc 7000,5394020959 (B-18),P01,Pediatric,WCNCU,Wad Neonatal Intensive Care Unit (nicu),1-NC-04,Recept,Active,Functioning,Yes,1,No,1,No,No,No,No,No,No,No,No,No,2
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12819,12-647,"Physiologic Monitoring Systems, Acute Care",Siemens Medical Systems Inc,Siemens Sc 7000,5393931156 (B-19),P01,Pediatric,WCNCU,Wad Neonatal Intensive Care Unit (nicu),1-NC-04,Recept,Active,Functioning,Yes,1,No,1,No,No,No,No,No,No,No,No,No,2
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12820,12-647,"Physiologic Monitoring Systems, Acute Care",Siemens Medical Systems Inc,Siemens Sc 7000,5394020763,P01,Pediatric,NICU,Neonatal Intensive Care Unit,01-6-026,Ruang Rawatan,Inactive,Functioning,Yes,1,No,1,No,No,No,No,No,No,No,No,No,2
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12821,12-647,"Physiologic Monitoring Systems, Acute Care",Siemens Medical Systems Inc,Siemens Sc 7000,5394020665,P01,Pediatric,WCNCU,Wad Neonatal Intensive Care Unit (nicu),1-NC-04,Recept,Active,Functioning,Yes,1,No,1,No,No,No,No,No,No,No,No,No,2
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12822,12-647,"Physiologic Monitoring Systems, Acute Care",Siemens Medical Systems Inc,Siemens Sc 7000,5394025660,P01,Pediatric,WCNCU,Wad Neonatal Intensive Care Unit (nicu),1-NC-04,Recept,Active,Functioning,Yes,1,No,1,No,No,No,No,No,No,No,No,No,2
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12823,15-791,"Physiologic Monitoring Systems, Neonatal",Nec Medical Corp,Multisync Lcd 1850,012739-00,P01,Pediatric,NICU,Neonatal Intensive Care Unit,01-6-026,Ruang Rawatan,Inactive,Not Functioning,Yes,1,No,1,No,No,No,No,No,No,No,No,No,2
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12826,10-780,"Centrifuges, Tabletop",Diamed AG,Diamed Id-Centrifuge 12sii,9000010511,L01,Laboratory,BLB,Tabung Darah,01-G-137,BLB - KAJI DARAH,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12874,15-156,"Microscopes, Light, Laboratory",Motic Inc Ltd,Motic B3,30101184,H01,Haemodialysis,HDU,Unit Haemodialysis,02-G-113,HDU - UNIT C.A.P.D,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12878,18-449,"Balances, Electronic, Analytical",Sartorius AG,Sartorius Bp3100s,1290275,L01,Laboratory,BLB,Tabung Darah,01-G-137,BLB - KAJI DARAH,Active,Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12895,15-174,"Saws, Autopsy",American Bantex Corp,Orthopedic 0295-421,1595,M02,Mortuary,MRT,Mortuari,03-L-026,MRT-MAKMAL FORENSIK,Inactive,Not Functioning,No,,,,,,,,,,,,,
Medivest,Negeri Sembilan,Tuanku Jaafar,SBN12917,15-074,"Bronchoscopes, Rigid",Karl Storz Gmbh & Co Kg,Karl Storz 10339ee & 10338rl,Not Available,E01,"Ear, Nose and Throat",ENT,"Jab.hidung,keronkong&telinga",01-1-105,ENT - DEWAN BEDAH,Active,Functioning,No,,,,,,,,,,,,,
